ID: Gender, Age Category, Forgetfulness(%), Occupation, WorkPlace, Mask, Closed Relations
05830, Female, Children, 2%, Student, Secondary, false, [08611 | 07817 | 02009 | 01338 | 00921]
05831, Male, Senior Citizen, 18%, Manager, Fibre, false, [08193 | 07087 | 05137]
05832, Male, Senior Citizen, 50%, Policeman, Police Station, false, [02813 | 01119 | 04304]
05833, Male, Senior Citizen, 54%, Clerk, Secondary, false, [03761 | 07697 | 03362 | 02667]
05834, Male, Children, 27%, Student, Primary, false, [08117 | 04832]
05835, Male, Children, 25%, Student, Secondary, false, [06157 | 05441]
05836, Male, Senior Citizen, 10%, Manager, MRT Station, false, [03901]
05837, Male, Senior Citizen, 29%, Chef, Moonlings, false, [04144 | 05259]
05838, Female, Adult, 9%, Chef, IKEY, false, [06094]
05839, Male, Senior Citizen, 67%, Policeman, Police Station, false, [09015]
05840, Female, Children, 5%, Student, Secondary, false, [01526 | 08266 | 08661]
05841, Female, Senior Citizen, 68%, Clerk, Library, false, [06270 | 00739]
05842, Female, Children, 28%, Student, Primary, false, [06935 | 09973]
05843, Male, Senior Citizen, 65%, Clerk, JJPTRv2, false, [07381 | 02040 | 02546 | 02146 | 06932]
05844, Male, Children, 14%, Student, Secondary, false, [05938 | 07838 | 01821 | 04243 | 05924]
05845, Male, Senior Citizen, 53%, Manager, Petrocad, false, [08517 | 08877 | 08757 | 09229]
05846, Male, Children, 2%, Student, Secondary, false, [01795 | 04663 | 03740 | 03061]
05847, Male, Adult, 32%, Manager, JJPTRv2, false, [08471 | 08967]
05848, Male, Adult, 23%, Cashier, Airport, true, [08456]
05849, Male, Senior Citizen, 60%, Manager, AccSol, false, [06919 | 04465 | 00987 | 01699 | 05895]
05850, Female, Adult, 32%, Policeman, Police Station, false, [08358 | 05237 | 04756]
05851, Female, Senior Citizen, 11%, Baker, IKEY, false, [08505 | 07227 | 03800]
05852, Female, Senior Citizen, 68%, Clerk, Primary, false, [08286 | 03539 | 03959]
05853, Male, Adult, 7%, Waiter, MoonBucks, false, [03157 | 06814 | 01495]
05854, Female, Children, 12%, Student, Secondary, false, [01396 | 06418 | 05125 | 05253]
05855, Female, Senior Citizen, 36%, Barista, MoonBucks, false, [07545 | 02164 | 00964 | 07716 | 03462]
05856, Female, Adult, 23%, Baker, IKEY, false, [00570 | 00414]
05857, Male, Senior Citizen, 10%, Manager, 2 Akhir, false, [06273 | 05400]
05858, Male, Adult, 8%, Cashier, Moonlings, false, [03045 | 03497 | 09871 | 03837]
05859, Female, Children, 20%, Student, Secondary, false, [09146 | 07747 | 08696 | 04119 | 06394 | 05236]
05860, Female, Senior Citizen, 69%, Shopping Centre Retailer, Moonlings, false, [06246 | 08104]
05861, Female, Children, 24%, Student, Secondary, false, [07551]
05862, Male, Senior Citizen, 24%, Chef, Ali's Nasi Kandar, false, [00673 | 09894 | 03882 | 05349]
05863, Female, Adult, 49%, Chef, FoodCourt, false, []
05864, Female, Senior Citizen, 46%, Medic, Hospital, true, [07846 | 07806 | 06371 | 06773 | 09927]
05865, Female, Adult, 48%, Baker, IKEY, false, [08379 | 08118 | 05658 | 05270]
05866, Male, Senior Citizen, 11%, Clerk, MRT Station, false, [01127 | 06360 | 08938]
05867, Male, Adult, 29%, Cashier, Pharmarcy, true, [08241 | 02752 | 08608 | 00148]
05868, Female, Children, 16%, Student, Secondary, false, [07428 | 01210]
05869, Female, Adult, 23%, Barista, MoonBucks, false, [03045 | 04603]
05870, Male, Adult, 14%, Engineer, Orange, false, [05992 | 01644]
05871, Female, Children, 25%, Student, Secondary, false, [08784 | 01275 | 04784 | 08133]
05872, Male, Children, 29%, Student, Secondary, false, [02691 | 01646]
05873, Male, Adult, 39%, Firefighter, Fire Station, false, [04260]
05874, Female, Adult, 32%, Barista, IKEY, false, [07907 | 09809 | 06768 | 03589]
05875, Female, Adult, 24%, Medic, Clinic, true, [04104 | 09764 | 04912 | 02663]
05876, Female, Adult, 7%, Policeman, Police Station, false, [03792 | 05543 | 01252]
05877, Male, Children, 5%, Student, Secondary, false, [00999 | 03219 | 04352 | 03333]
05878, Male, Adult, 23%, Engineer, KTM Station, false, [06498 | 09638 | 04845 | 00572]
05879, Male, Adult, 21%, Baker, MoonBucks, false, [06642 | 02402 | 01510 | 04383 | 09648]
05880, Female, Senior Citizen, 60%, Technician, AccSol, false, [02841 | 01043]
05881, Female, Senior Citizen, 61%, Manager, Clinic, true, []
05882, Male, Adult, 8%, Technician, Petrocad, false, [07243 | 01688 | 04523 | 03406 | 02844]
05883, Male, Adult, 24%, Chef, Ali's Nasi Kandar, false, [08520 | 01725 | 06078 | 02560]
05884, Male, Senior Citizen, 27%, Chef, Moonlings, false, [09517 | 06162 | 06007]
05885, Male, Senior Citizen, 57%, Teacher, Secondary, false, [06515 | 01821]
05886, Female, Children, 10%, Student, Kindergarden, false, [07328 | 04230]
05887, Female, Adult, 27%, Manager, MRT Station, false, [03429 | 03146]
05888, Male, Adult, 7%, Engineer, Orange, false, [09362 | 04289 | 09291 | 08383]
05889, Female, Adult, 16%, Barista, 2 Akhir, false, [08089 | 06086 | 00075]
05890, Male, Adult, 40%, Cashier, Hospital, true, []
05891, Male, Adult, 35%, Cashier, Clinic, true, [02435]
05892, Female, Adult, 7%, Technician, Orange, false, [06245 | 07062]
05893, Female, Adult, 48%, Firefighter, Fire Station, false, [03686 | 00224]
05894, Female, Senior Citizen, 37%, Accountant, AccSol, false, [03176 | 02323 | 02873]
05895, Female, Adult, 21%, Teacher, Primary, false, [07273 | 01957 | 05849]
05896, Female, Adult, 48%, Barista, Moonlings, false, [06130 | 04479 | 00825 | 02984]
05897, Female, Adult, 15%, Medic, Clinic, true, [07054 | 05512]
05898, Female, Children, 27%, Student, Primary, false, [06714 | 00136 | 01575]
05899, Female, Adult, 15%, Clerk, IKEY, false, [00381 | 06552]
05900, Female, Children, 27%, Student, Kindergarden, false, [05154]
05901, Male, Senior Citizen, 58%, Teacher, Secondary, false, [00759]
05902, Female, Senior Citizen, 42%, Housemaker, null, false, [08953 | 02712 | 02209 | 01198 | 00052]
05903, Male, Senior Citizen, 20%, Firefighter, Fire Station, false, [08997 | 00325 | 06405 | 02660]
05904, Female, Adult, 38%, Accountant, RHP, false, [06885 | 05649]
05905, Female, Children, 29%, Student, Primary, false, [08963 | 08864 | 03580 | 01392 | 03740]
05906, Male, Children, 25%, Student, Secondary, false, [06233 | 01713 | 01844]
05907, Female, Senior Citizen, 58%, Clerk, Secondary, false, [07316 | 00810]
05908, Female, Senior Citizen, 68%, Baker, Moonlings, false, [08578 | 08244 | 07017 | 07767 | 05247]
05909, Female, Senior Citizen, 51%, Shopping Centre Retailer, Moonlings, false, [06546 | 09432 | 01679]
05910, Male, Adult, 22%, Medic, Pharmarcy, true, [07849 | 02744]
05911, Male, Adult, 50%, Medic, Pharmarcy, true, [05632 | 03381]
05912, Male, Adult, 30%, Policeman, Police Station, false, [03114 | 02450]
05913, Female, Senior Citizen, 27%, Manager, SlowMart, false, [01135 | 02766 | 06992 | 07717]
05914, Female, Senior Citizen, 62%, Housemaker, null, false, [02727 | 09749 | 09829 | 02588]
05915, Male, Children, 4%, Student, Secondary, false, [08974 | 08543]
05916, Female, Children, 5%, Student, Primary, false, [06546 | 00315]
05917, Male, Adult, 49%, Shopping Centre Retailer, Moonlings, false, [09230 | 08516 | 00503 | 01114]
05918, Female, Adult, 49%, Shopping Centre Retailer, Moonlings, false, [06018 | 03309 | 03303 | 05387]
05919, Male, Children, 25%, Student, Secondary, false, [04750 | 04740 | 03869 | 03103 | 02160]
05920, Female, Children, 22%, Student, Primary, false, [04663 | 02275]
05921, Male, Senior Citizen, 61%, Cashier, Post Office, false, [03146 | 02347 | 04193]
05922, Female, Children, 16%, Student, Secondary, false, [00910 | 07199 | 09420 | 04909]
05923, Female, Adult, 12%, Policeman, Police Station, false, [00219 | 01710]
05924, Female, Children, 29%, Student, Primary, false, [05844]
05925, Male, Children, 19%, Student, Secondary, false, [06032 | 02878 | 07051 | 04144]
05926, Female, Adult, 50%, Firefighter, Fire Station, false, [01315 | 05012 | 07152 | 02805]
05927, Male, Children, 8%, Student, Secondary, false, [05700 | 04390 | 01939 | 00727]
05928, Male, Children, 24%, Student, Primary, false, [06180 | 00372 | 08981 | 08146]
05929, Male, Children, 26%, Student, Secondary, false, [08325 | 01790]
05930, Female, Children, 12%, Student, Secondary, false, [09023 | 06482 | 05177 | 02413]
05931, Male, Senior Citizen, 29%, Chef, MoonBucks, false, [04584 | 06062 | 03600 | 02661]
05932, Female, Senior Citizen, 37%, Waiter, MoonBucks, false, [00190]
05933, Female, Adult, 11%, Engineer, Petrocad, false, [08235 | 03479 | 03104]
05934, Female, Senior Citizen, 32%, Medic, Hospital, true, [07291 | 02380]
05935, Female, Senior Citizen, 58%, Teacher, Secondary, false, [01509 | 05597]
05936, Male, Adult, 41%, Shopping Centre Retailer, IKEY, false, [02856 | 08538]
05937, Female, Senior Citizen, 19%, Clerk, IKEY, false, [07369 | 00529 | 00443]
05938, Male, Senior Citizen, 19%, Baker, Moonlings, false, [05844 | 04328]
05939, Female, Senior Citizen, 20%, Firefighter, Fire Station, false, []
05940, Female, Children, 2%, Student, Primary, false, [05136 | 06021]
05941, Male, Senior Citizen, 34%, Housemaker, null, false, [09399 | 09070 | 07142 | 00795 | 00213]
05942, Male, Senior Citizen, 62%, Technician, Airport, true, [07239 | 02400]
05943, Male, Adult, 33%, Housemaker, null, false, [09802 | 00856 | 05069 | 03794 | 02402]
05944, Male, Adult, 6%, Medic, Clinic, true, [09069 | 07732 | 05061 | 05662]
05945, Female, Senior Citizen, 27%, Firefighter, Fire Station, false, [09752 | 04894 | 04237 | 03050]
05946, Male, Adult, 46%, Technician, Airport, true, [07656 | 09607 | 01507]
05947, Male, Senior Citizen, 49%, Firefighter, Fire Station, false, [09091]
05948, Male, Children, 1%, Student, Primary, false, [00579]
05949, Male, Adult, 31%, Medic, Clinic, true, [05433 | 04944 | 04336]
05950, Female, Children, 7%, Student, Secondary, false, [06871 | 01873]
05951, Male, Senior Citizen, 30%, Firefighter, Fire Station, false, [01452]
05952, Male, Adult, 25%, Manager, Airport, true, []
05953, Female, Children, 7%, Student, Primary, false, [09088 | 08910 | 05795 | 03545 | 03268]
05954, Male, Children, 21%, Student, Primary, false, []
05955, Male, Senior Citizen, 44%, Engineer, AccSol, false, []
05956, Female, Adult, 21%, Housemaker, null, false, [03612]
05957, Female, Children, 19%, Student, Kindergarden, false, []
05958, Female, Senior Citizen, 19%, Chef, 2 Akhir, false, [04554 | 03774]
05959, Male, Adult, 9%, Baker, 2 Akhir, false, [02855 | 04735]
05960, Male, Senior Citizen, 20%, Teacher, Primary, false, [08611 | 05760 | 04986]
05961, Female, Adult, 8%, Teacher, Secondary, false, [08766 | 03739 | 01900]
05962, Female, Children, 20%, Student, Secondary, false, []
05963, Female, Children, 17%, Student, Primary, false, [09138 | 08378 | 03523 | 00107]
05964, Male, Children, 3%, Student, Primary, false, [01799 | 05593 | 07942]
05965, Female, Children, 16%, Student, Primary, false, [00283 | 08498 | 02430]
05966, Female, Senior Citizen, 18%, Clerk, Orange, false, [05493]
05967, Male, Children, 13%, Student, Secondary, false, [07251 | 03655 | 01067]
05968, Female, Children, 13%, Student, Kindergarden, false, [07311 | 06783 | 04281]
05969, Female, Adult, 37%, Medic, Pharmarcy, true, [06996 | 06667 | 02739 | 05693 | 00397]
05970, Female, Children, 14%, Student, Secondary, false, [07493 | 02708 | 01261]
05971, Male, Senior Citizen, 30%, Firefighter, Fire Station, false, [03898]
05972, Female, Children, 3%, Student, Secondary, false, [08813 | 06901]
05973, Male, Children, 25%, Student, Secondary, false, [07081]
05974, Male, Adult, 7%, Barista, IKEY, false, [00467]
05975, Male, Children, 19%, Student, Secondary, false, [02186]
05976, Female, Children, 27%, Student, Secondary, false, [07736 | 06770 | 01102 | 00287]
05977, Female, Senior Citizen, 21%, Technician, KTM Station, false, [03245]
05978, Female, Children, 20%, Student, Secondary, false, [06320 | 01826 | 08175 | 01325]
05979, Male, Children, 30%, Student, Primary, false, [02393 | 00806 | 00396]
05980, Female, Children, 12%, Student, Secondary, false, [07348 | 01114]
05981, Male, Senior Citizen, 37%, Technician, Petrocad, false, [05391 | 03472]
05982, Female, Senior Citizen, 21%, Engineer, Petrocad, false, [00876 | 03996]
05983, Female, Children, 13%, Student, Primary, false, [06342 | 04469 | 03699]
05984, Female, Senior Citizen, 26%, Waiter, 2 Akhir, false, [08779 | 07543 | 01284 | 04576]
05985, Male, Children, 22%, Student, Primary, false, [05772 | 02152 | 07450]
05986, Female, Senior Citizen, 36%, Technician, Orange, false, [06945 | 06994 | 07105 | 09561 | 00637]
05987, Male, Children, 30%, Student, Secondary, false, []
05988, Male, Adult, 25%, Accountant, AccSol, false, [01249 | 07261 | 01371]
05989, Female, Senior Citizen, 65%, Baker, Moonlings, false, []
05990, Female, Children, 4%, Student, Primary, false, [09158 | 08473 | 02153 | 01793]
05991, Female, Adult, 20%, Technician, Orange, false, [08132 | 05081 | 04742 | 03087 | 00485]
05992, Female, Children, 17%, Student, Secondary, false, [02599 | 05398 | 05870]
05993, Male, Senior Citizen, 38%, Policeman, Police Station, false, [08196 | 06023 | 09243]
05994, Female, Children, 5%, Student, Secondary, false, [04419 | 08105 | 03655]
05995, Female, Senior Citizen, 32%, Policeman, Police Station, false, [08895 | 07496 | 04290 | 04657]
05996, Male, Senior Citizen, 52%, Manager, Airport, true, [09146 | 00468]
05997, Male, Children, 27%, Student, Primary, false, [02164 | 05697]
05998, Male, Children, 1%, Student, Secondary, false, [08907 | 01516 | 00950 | 01921]
05999, Female, Children, 7%, Student, Secondary, false, [02988 | 03834 | 02877]
06000, Female, Senior Citizen, 66%, Barista, 2 Akhir, false, [09839 | 02373]
06001, Male, Adult, 31%, Baker, 2 Akhir, false, [08942 | 00841 | 06637]
06002, Male, Adult, 24%, Manager, Post Office, false, [01086 | 00870 | 00044]
06003, Male, Children, 10%, Student, Primary, false, [05759]
06004, Male, Adult, 34%, Engineer, Petrocad, false, [08375 | 09958 | 03557 | 07069]
06005, Female, Senior Citizen, 32%, Chef, MoonBucks, false, [09879]
06006, Male, Adult, 32%, Barista, MoonBucks, false, [06480 | 01328 | 07143]
06007, Male, Adult, 48%, Engineer, KTM Station, false, [06532 | 06886 | 05884 | 02450]
06008, Male, Children, 18%, Student, Secondary, false, []
06009, Female, Children, 22%, Student, Secondary, false, [06034 | 00851]
06010, Male, Children, 7%, Student, Secondary, false, [09394 | 08696 | 07843 | 00826 | 00036 | 02038]
06011, Male, Adult, 6%, Medic, Pharmarcy, true, [03347 | 07287 | 07993 | 07957]
06012, Male, Senior Citizen, 37%, Waiter, IKEY, false, [07973 | 05702]
06013, Male, Adult, 25%, Housemaker, null, false, [04632 | 04608 | 01379 | 00470]
06014, Male, Children, 26%, Student, Secondary, false, []
06015, Male, Adult, 11%, Engineer, Petrocad, false, [08237]
06016, Female, Senior Citizen, 60%, Waiter, Moonlings, false, [05681 | 03622 | 00485]
06017, Male, Adult, 26%, Engineer, Petrocad, false, [08171 | 07197 | 08878]
06018, Female, Adult, 42%, Cashier, Moonlings, false, [07552 | 05918 | 04540 | 06705]
06019, Female, Adult, 10%, Shopping Centre Retailer, Moonlings, false, [04202]
06020, Female, Adult, 21%, Baker, 2 Akhir, false, [09266]
06021, Male, Senior Citizen, 60%, Baker, Moonlings, false, [08245 | 07067 | 00195 | 05940 | 03739]
06022, Female, Senior Citizen, 36%, Clerk, Museum, false, [01282]
06023, Female, Senior Citizen, 65%, Baker, Moonlings, false, [08527 | 06940 | 01101 | 03943 | 04876 | 05993]
06024, Female, Adult, 22%, Technician, Airport, true, [01692]
06025, Male, Children, 6%, Student, Secondary, false, []
06026, Male, Adult, 32%, Shopping Centre Retailer, 2 Akhir, false, [06326 | 03834]
06027, Female, Children, 26%, Student, Secondary, false, [03504 | 01635]
06028, Female, Children, 1%, Student, Secondary, false, [07581]
06029, Male, Children, 24%, Student, Secondary, false, [06927 | 04358]
06030, Female, Adult, 18%, Firefighter, Fire Station, false, [03446 | 04899 | 03347]
06031, Female, Children, 18%, Student, Kindergarden, false, [09686]
06032, Male, Adult, 45%, Technician, Orange, false, [05925 | 08361]
06033, Male, Senior Citizen, 62%, Technician, KTM Station, false, [05356 | 05655 | 02089 | 00060]
06034, Male, Adult, 11%, Accountant, JanBank, false, [06214 | 01559 | 09599 | 00829 | 06009]
06035, Male, Senior Citizen, 52%, Baker, IKEY, false, [09147 | 01567 | 04466 | 07780]
06036, Male, Adult, 27%, Manager, SlowMart, false, [05434 | 05416 | 03619]
06037, Female, Children, 12%, Student, Secondary, false, [09168 | 08523 | 02132]
06038, Male, Children, 19%, Student, Kindergarden, false, [06962 | 05563 | 04712]
06039, Male, Children, 2%, Student, Primary, false, [00696 | 02791 | 08133 | 04099]
06040, Female, Senior Citizen, 43%, Baker, Moonlings, false, [09067 | 05200]
06041, Female, Children, 2%, Student, Secondary, false, [06617 | 01334]
06042, Male, Adult, 48%, Accountant, JanBank, false, [09393 | 06931 | 03103 | 08020 | 07113]
06043, Male, Children, 2%, Student, Primary, false, [02853 | 02813]
06044, Female, Senior Citizen, 19%, Firefighter, Fire Station, false, [00511]
06045, Male, Adult, 23%, Housemaker, null, false, [09902 | 04734 | 04642 | 00986]
06046, Male, Adult, 27%, Waiter, FoodCourt, false, [05033 | 03846 | 07565 | 09477]
06047, Male, Senior Citizen, 43%, Manager, Orange, false, [03888 | 02510]
06048, Male, Senior Citizen, 63%, Baker, 2 Akhir, false, [02899 | 02682]
06049, Female, Senior Citizen, 37%, Engineer, Airport, true, [04673 | 03377 | 02530 | 06998]
06050, Male, Adult, 9%, Technician, MRT Station, false, [07688 | 07566 | 03884]
06051, Female, Adult, 12%, Cashier, Orange, false, [01620 | 02486 | 05315 | 02210]
06052, Male, Adult, 24%, Manager, FoodCourt, false, [06967 | 09348]
06053, Female, Adult, 20%, Technician, MRT Station, false, []
06054, Female, Children, 12%, Student, Primary, false, [03035 | 04574 | 05026 | 03279]
06055, Male, Adult, 42%, Firefighter, Fire Station, false, [08574 | 06564 | 07927]
06056, Female, Children, 21%, Student, Secondary, false, [04315 | 05282 | 03887 | 03562]
06057, Female, Children, 1%, Student, Secondary, false, [05253 | 03863]
06058, Female, Adult, 24%, Chef, Ali's Nasi Kandar, false, [00846 | 05779 | 02090 | 00200]
06059, Male, Children, 20%, Student, Primary, false, [01831 | 00725]
06060, Male, Adult, 13%, Chef, IKEY, false, [00485 | 04958 | 05443 | 02932]
06061, Male, Children, 30%, Student, Kindergarden, false, [08819 | 06848 | 04383 | 02684 | 01326]
06062, Male, Children, 5%, Student, Secondary, false, [05931 | 01410]
06063, Female, Adult, 21%, Firefighter, Fire Station, false, [06622 | 04696 | 03077 | 02090 | 02862]
06064, Female, Adult, 46%, Medic, Clinic, true, []
06065, Male, Children, 25%, Student, Secondary, false, [07981 | 01935 | 00441]
06066, Female, Adult, 40%, Policeman, Police Station, false, [03946 | 05051 | 03795]
06067, Male, Adult, 29%, Shopping Centre Retailer, IKEY, false, []
06068, Male, Children, 19%, Student, Secondary, false, [03699]
06069, Female, Children, 29%, Student, Secondary, false, [05396 | 00956 | 06530 | 07540]
06070, Female, Senior Citizen, 47%, Housemaker, null, false, [05344 | 02674]
06071, Male, Children, 0%, Student, Secondary, false, []
06072, Male, Children, 5%, Student, Secondary, false, [01688 | 05610]
06073, Female, Senior Citizen, 49%, Engineer, KTM Station, false, [06198 | 01937 | 01305 | 05193]
06074, Female, Children, 5%, Student, Primary, false, [06324 | 00484 | 01872]
06075, Female, Senior Citizen, 16%, Baker, Moonlings, false, [01817 | 02178 | 00367]
06076, Male, Senior Citizen, 21%, Teacher, Secondary, false, [08955 | 06838 | 01375 | 01639]
06077, Male, Children, 16%, Student, Secondary, false, [06402 | 09528 | 06501 | 01593]
06078, Male, Children, 19%, Student, Secondary, false, [09191 | 05883 | 04051]
06079, Male, Adult, 8%, Shopping Centre Retailer, 2 Akhir, false, [09685 | 03729 | 02350]
06080, Male, Senior Citizen, 15%, Housemaker, null, false, [05192 | 06303 | 03370 | 00412]
06081, Male, Children, 24%, Student, Secondary, false, [04949]
06082, Male, Adult, 50%, Technician, Orange, false, [09096 | 04801 | 05144]
06083, Male, Adult, 11%, Waiter, FoodCourt, false, [01831 | 05179 | 01679]
06084, Male, Adult, 20%, Policeman, Police Station, false, [00997 | 01333 | 08556]
06085, Female, Adult, 16%, Firefighter, Fire Station, false, []
06086, Female, Children, 23%, Student, Primary, false, [08074 | 05889]
06087, Female, Adult, 37%, Clerk, IKEY, false, [04288 | 00479]
06088, Female, Adult, 39%, Baker, IKEY, false, [04907 | 01552]
06089, Male, Adult, 45%, Cashier, Clinic, true, [02242 | 09008]
06090, Male, Adult, 34%, Shopping Centre Retailer, 2 Akhir, false, [07690 | 02013]
06091, Male, Senior Citizen, 14%, Baker, Moonlings, false, [07016 | 06882 | 07650 | 00760]
06092, Male, Senior Citizen, 55%, Manager, JJPTRv2, false, [07826]
06093, Male, Senior Citizen, 22%, Accountant, JanBank, false, [08336]
06094, Female, Adult, 47%, Barista, IKEY, false, [09010 | 05838]
06095, Male, Children, 15%, Student, Primary, false, [03595 | 09986 | 05597 | 05221]
06096, Female, Adult, 34%, Chef, Moonlings, false, [07963 | 08878]
06097, Male, Senior Citizen, 57%, Technician, KTM Station, false, [01820 | 02020 | 00313 | 08743]
06098, Female, Children, 23%, Student, Primary, false, [05676]
06099, Female, Adult, 28%, Policeman, Police Station, false, [06769]
06100, Female, Adult, 8%, Chef, Moonlings, false, [06512 | 02975 | 03426]
06101, Male, Adult, 32%, Accountant, RHP, false, [09463 | 09448]
06102, Male, Children, 0%, Student, Secondary, false, [09357]
06103, Male, Senior Citizen, 61%, Teacher, Primary, false, [09519 | 09508 | 08789 | 09456 | 07458]
06104, Male, Children, 21%, Student, Secondary, false, []
06105, Female, Adult, 7%, Chef, FoodCourt, false, [02082 | 04582 | 00094]
06106, Male, Adult, 30%, Barista, Moonlings, false, [08954 | 02093]
06107, Male, Senior Citizen, 64%, Chef, 2 Akhir, false, [06565 | 09860 | 07002 | 02899]
06108, Male, Adult, 7%, Manager, Moonlings, false, [07766 | 06295 | 04810 | 04352 | 04718]
06109, Male, Children, 27%, Student, Primary, false, [01985 | 05063]
06110, Male, Adult, 34%, Firefighter, Fire Station, false, [08281 | 03487 | 01676 | 00426]
06111, Male, Adult, 49%, Cashier, Airport, true, [08074 | 07572 | 01665]
06112, Female, Children, 3%, Student, Secondary, false, [06112 | 06112 | 02686]
06113, Male, Children, 18%, Student, Secondary, false, [09219 | 02887 | 00103]
06114, Male, Adult, 33%, Firefighter, Fire Station, false, [05382 | 04295 | 01781]
06115, Female, Senior Citizen, 55%, Waiter, 2 Akhir, false, [07416 | 01310]
06116, Male, Senior Citizen, 22%, Clerk, JanBank, false, [06308 | 01962 | 03171 | 00127 | 03193]
06117, Male, Children, 10%, Student, Primary, false, [03649 | 07353]
06118, Male, Children, 27%, Student, Secondary, false, [09743 | 05732 | 05645]
06119, Male, Children, 21%, Student, Secondary, false, [01402]
06120, Male, Children, 23%, Student, Secondary, false, [09300 | 07362 | 04692 | 02114]
06121, Male, Children, 25%, Student, Secondary, false, [04272 | 09429 | 05109 | 00644]
06122, Male, Children, 19%, Student, Secondary, false, [06909 | 00423 | 05588 | 02210]
06123, Male, Senior Citizen, 46%, Shopping Centre Retailer, IKEY, false, [08998 | 08813 | 01406 | 06145 | 09636 | 04424]
06124, Male, Children, 2%, Student, Secondary, false, [06368 | 04924 | 00699 | 00568]
06125, Female, Adult, 16%, Cashier, Orange, false, [09166 | 01547 | 04661]
06126, Male, Senior Citizen, 16%, Waiter, Ali's Nasi Kandar, false, [06577 | 05796]
06127, Male, Senior Citizen, 49%, Accountant, RHP, false, [06691 | 03145 | 05141 | 09032]
06128, Female, Children, 7%, Student, Secondary, false, [08428 | 06778 | 01566 | 04159]
06129, Female, Children, 7%, Student, Secondary, false, [07705 | 02811 | 03604]
06130, Female, Children, 15%, Student, Primary, false, [05896 | 07255 | 04203 | 00990]
06131, Female, Children, 14%, Student, Secondary, false, [05790]
06132, Male, Senior Citizen, 27%, Cashier, KTM Station, false, []
06133, Female, Children, 7%, Student, Kindergarden, false, [06341]
06134, Male, Adult, 10%, Barista, MoonBucks, false, [07592 | 05738 | 06632]
06135, Female, Adult, 21%, Technician, Orange, false, [00149 | 00506 | 03248]
06136, Female, Adult, 48%, Accountant, RHP, false, []
06137, Female, Adult, 6%, Medic, Pharmarcy, true, [05499]
06138, Female, Adult, 44%, Technician, Airport, true, [04022]
06139, Male, Adult, 38%, Engineer, Petrocad, false, [03020 | 07501 | 02372 | 00101]
06140, Male, Adult, 39%, Manager, Fibre, false, [04539]
06141, Male, Adult, 37%, Chef, Moonlings, false, [08098 | 04923 | 01473]
06142, Male, Children, 16%, Student, Primary, false, [08804 | 00491]
06143, Female, Children, 28%, Student, Primary, false, [01945]
06144, Male, Adult, 24%, Housemaker, null, false, [02246 | 09259 | 04274]
06145, Male, Adult, 21%, Accountant, JJPTRv2, false, [06123]
06146, Female, Senior Citizen, 29%, Manager, MoonBucks, false, [05340 | 06294]
06147, Female, Adult, 22%, Chef, MoonBucks, false, [05535]
06148, Male, Senior Citizen, 13%, Chef, IKEY, false, [04261]
06149, Male, Children, 24%, Student, Secondary, false, [06353 | 06818 | 01253 | 06634 | 06986]
06150, Male, Adult, 40%, Medic, Hospital, true, []
06151, Female, Children, 10%, Student, Secondary, false, [01841 | 04659 | 01562 | 01403]
06152, Male, Senior Citizen, 58%, Manager, Moonlings, false, [02584 | 00622]
06153, Male, Senior Citizen, 24%, Medic, Hospital, true, [05778]
06154, Male, Senior Citizen, 45%, Chef, 2 Akhir, false, [08923]
06155, Male, Senior Citizen, 67%, Baker, IKEY, false, [07868 | 04708]
06156, Female, Children, 22%, Student, Primary, false, [04924 | 01391]
06157, Female, Adult, 37%, Manager, FoodCourt, false, [05835 | 02646]
06158, Male, Children, 9%, Student, Primary, false, [07916]
06159, Male, Children, 29%, Student, Primary, false, [08249 | 05095]
06160, Male, Senior Citizen, 66%, Housemaker, null, false, [09777 | 08688 | 03277]
06161, Female, Children, 10%, Student, Secondary, false, [07880 | 02619]
06162, Male, Children, 5%, Student, Secondary, false, [07541 | 05884 | 00436]
06163, Male, Senior Citizen, 43%, Housemaker, null, false, [08512 | 06221 | 09645 | 07036 | 05413]
06164, Female, Senior Citizen, 42%, Firefighter, Fire Station, false, [09455 | 06870 | 04476 | 01638]
06165, Female, Senior Citizen, 29%, Accountant, AccSol, false, [01875 | 01548 | 03904]
06166, Female, Adult, 23%, Accountant, JanBank, false, [05765]
06167, Female, Senior Citizen, 61%, Firefighter, Fire Station, false, [05502 | 04447 | 05423 | 04651]
06168, Female, Children, 5%, Student, Secondary, false, [08619 | 05558 | 00639]
06169, Male, Senior Citizen, 58%, Technician, Airport, true, [07723 | 06635 | 03883]
06170, Female, Senior Citizen, 19%, Clerk, JanBank, false, [00939]
06171, Female, Children, 15%, Student, Secondary, false, []
06172, Male, Senior Citizen, 15%, Cashier, Pharmarcy, true, [05766 | 05722 | 01743]
06173, Male, Children, 14%, Student, Secondary, false, [05696 | 02700 | 00563]
06174, Male, Children, 29%, Student, Secondary, false, [05574 | 02285 | 05180 | 01186]
06175, Male, Children, 24%, Student, Secondary, false, [08678 | 04609 | 02503]
06176, Male, Adult, 29%, Accountant, JJPTRv2, false, [01081 | 08154]
06177, Male, Senior Citizen, 63%, Policeman, Police Station, false, [08196 | 07541 | 04372 | 03372 | 04385]
06178, Male, Children, 30%, Student, Secondary, false, [08660 | 02980 | 03279 | 09149]
